n_neu,c_ie,L,pneu_e,tau,acc,acc_train,mean,mean_train,num_spikes,std_spikes
512.0,0.3,3.0,0.85,30.0,0.815,0.934,0.009,0.003,631.0,102.0
512.0,0.3,3.0,0.85,30.0,0.845,0.957,0.02,0.008,800.0,115.0
512.0,0.3,3.0,0.85,30.0,0.806,0.945,0.014,0.003,610.0,85.0
512.0,0.3,3.0,0.85,30.0,0.816,0.944,0.016,0.015,840.0,130.0
512.0,0.3,3.0,0.85,80.0,0.833,0.993,0.005,0.002,2049.0,333.0
512.0,0.3,3.0,0.85,80.0,0.815,0.962,0.016,0.009,1448.0,249.0
512.0,0.3,3.0,0.85,80.0,0.82,0.996,0.009,0.001,1601.0,264.0
512.0,0.3,3.0,0.85,80.0,0.834,0.998,0.012,0.001,2782.0,396.0
512.0,0.3,3.0,0.85,80.0,0.816,0.984,0.021,0.005,2357.0,404.0
512.0,0.3,3.0,0.85,120.0,0.822,0.974,0.008,0.009,2028.0,300.0
512.0,0.3,3.0,0.85,120.0,0.798,0.996,0.022,0.002,3744.0,613.0
512.0,0.3,3.0,0.85,120.0,0.825,0.998,0.009,0.001,3584.0,560.0
512.0,0.3,3.0,0.85,120.0,0.816,0.999,0.006,0.001,3713.0,662.0
512.0,0.3,3.0,0.85,120.0,0.852,0.989,0.014,0.005,2673.0,418.0
512.0,0.3,3.0,0.85,200.0,0.822,0.999,0.009,0.001,4096.0,498.0
512.0,0.3,3.0,0.85,200.0,0.805,1.0,0.016,0.0,4025.0,582.0
512.0,0.3,3.0,0.85,200.0,0.818,0.999,0.015,0.001,2834.0,436.0
512.0,0.3,3.0,0.85,200.0,0.828,0.996,0.017,0.002,3404.0,483.0
512.0,0.3,3.0,0.85,200.0,0.814,1.0,0.013,0.0,4125.0,543.0
512.0,0.3,3.0,0.9,10.0,0.625,0.716,0.016,0.007,243.0,52.0
512.0,0.3,3.0,0.9,10.0,0.483,0.548,0.028,0.009,155.0,12.0
512.0,0.3,3.0,0.9,10.0,0.591,0.681,0.022,0.008,205.0,24.0
512.0,0.3,3.0,0.9,10.0,0.615,0.697,0.033,0.005,273.0,28.0
512.0,0.3,3.0,0.9,10.0,0.63,0.711,0.028,0.002,229.0,29.0
512.0,0.3,3.0,0.9,20.0,0.803,0.918,0.027,0.003,453.0,86.0
512.0,0.3,3.0,0.9,20.0,0.798,0.918,0.017,0.005,446.0,99.0
512.0,0.3,3.0,0.9,20.0,0.771,0.902,0.007,0.006,418.0,59.0
512.0,0.3,3.0,0.9,20.0,0.773,0.899,0.012,0.006,407.0,70.0
512.0,0.3,3.0,0.9,20.0,0.792,0.925,0.023,0.004,441.0,104.0
512.0,0.3,3.0,0.9,30.0,0.802,0.938,0.008,0.002,912.0,215.0
512.0,0.3,3.0,0.9,30.0,0.839,0.93,0.015,0.008,817.0,99.0
512.0,0.3,3.0,0.9,30.0,0.849,0.973,0.015,0.003,1048.0,206.0
512.0,0.3,3.0,0.9,30.0,0.835,0.955,0.014,0.003,877.0,124.0
512.0,0.3,3.0,0.9,30.0,0.807,0.98,0.013,0.003,955.0,211.0
512.0,0.3,3.0,0.9,80.0,0.823,1.0,0.007,0.0,2386.0,367.0
512.0,0.3,3.0,0.9,80.0,0.828,0.996,0.016,0.003,3277.0,569.0
512.0,0.3,3.0,0.9,80.0,0.85,0.995,0.005,0.002,2777.0,487.0
512.0,0.3,3.0,0.9,80.0,0.817,0.99,0.013,0.003,1945.0,298.0
512.0,0.3,3.0,0.9,80.0,0.819,0.999,0.013,0.001,3938.0,641.0
512.0,0.3,3.0,0.9,120.0,0.835,1.0,0.012,0.0,3699.0,550.0
512.0,0.3,3.0,0.9,120.0,0.812,0.999,0.017,0.001,3186.0,660.0
512.0,0.3,3.0,0.9,120.0,0.811,0.999,0.016,0.001,3687.0,701.0
512.0,0.3,3.0,0.9,120.0,0.828,0.999,0.016,0.001,2980.0,558.0
512.0,0.3,3.0,0.9,120.0,0.834,0.997,0.019,0.001,2464.0,453.0
512.0,0.3,3.0,0.9,200.0,0.849,0.999,0.019,0.001,4160.0,574.0
512.0,0.3,3.0,0.9,200.0,0.83,0.999,0.027,0.0,2818.0,529.0
512.0,0.3,3.0,0.9,200.0,0.833,1.0,0.02,0.0,3328.0,472.0
512.0,0.3,3.0,0.9,200.0,0.809,0.991,0.029,0.005,3048.0,539.0
512.0,0.3,3.0,0.9,200.0,0.831,0.999,0.023,0.0,4456.0,562.0
512.0,0.4,2.0,0.7,10.0,0.455,0.515,0.02,0.007,191.0,8.0
512.0,0.4,2.0,0.7,10.0,0.46,0.519,0.018,0.005,191.0,11.0
512.0,0.4,2.0,0.7,10.0,0.4,0.442,0.026,0.006,159.0,7.0
512.0,0.4,2.0,0.7,10.0,0.418,0.476,0.02,0.006,158.0,6.0
512.0,0.4,2.0,0.7,10.0,0.368,0.413,0.015,0.007,136.0,6.0
512.0,0.4,2.0,0.7,20.0,0.773,0.866,0.02,0.005,366.0,59.0
512.0,0.4,2.0,0.7,20.0,0.773,0.854,0.03,0.004,317.0,56.0
512.0,0.4,2.0,0.7,20.0,0.792,0.884,0.008,0.004,326.0,53.0
512.0,0.4,2.0,0.7,20.0,0.76,0.853,0.017,0.008,292.0,57.0
512.0,0.4,2.0,0.7,20.0,0.725,0.803,0.008,0.004,248.0,40.0
512.0,0.4,2.0,0.7,30.0,0.835,0.924,0.007,0.002,583.0,83.0
512.0,0.4,2.0,0.7,30.0,0.822,0.906,0.01,0.006,490.0,71.0
512.0,0.4,2.0,0.7,30.0,0.826,0.9,0.013,0.004,574.0,99.0
512.0,0.4,2.0,0.7,30.0,0.827,0.911,0.011,0.006,499.0,98.0
512.0,0.4,2.0,0.7,30.0,0.827,0.905,0.011,0.005,608.0,92.0
512.0,0.4,2.0,0.7,80.0,0.846,0.956,0.01,0.011,996.0,116.0
512.0,0.4,2.0,0.7,80.0,0.857,0.952,0.008,0.002,959.0,107.0
512.0,0.4,2.0,0.7,80.0,0.87,0.978,0.011,0.006,1113.0,123.0
512.0,0.4,2.0,0.7,80.0,0.832,0.927,0.008,0.005,843.0,103.0
512.0,0.4,2.0,0.7,80.0,0.86,0.944,0.017,0.008,998.0,119.0
512.0,0.4,2.0,0.7,120.0,0.853,0.968,0.018,0.005,1159.0,125.0
512.0,0.4,2.0,0.7,120.0,0.862,0.969,0.007,0.001,1154.0,119.0
512.0,0.4,2.0,0.7,120.0,0.836,0.97,0.008,0.004,1063.0,122.0
512.0,0.4,2.0,0.7,120.0,0.855,0.954,0.005,0.003,1082.0,122.0
512.0,0.4,2.0,0.7,120.0,0.829,0.944,0.01,0.007,1024.0,122.0
512.0,0.4,2.0,0.7,200.0,0.861,0.973,0.007,0.005,1179.0,121.0
512.0,0.4,2.0,0.7,200.0,0.833,0.932,0.011,0.002,965.0,101.0
512.0,0.4,2.0,0.7,200.0,0.851,0.967,0.008,0.003,1210.0,122.0
512.0,0.4,2.0,0.7,200.0,0.851,0.969,0.011,0.001,1133.0,104.0
512.0,0.4,2.0,0.7,200.0,0.854,0.973,0.01,0.001,1355.0,127.0
512.0,0.4,2.0,0.75,10.0,0.48,0.531,0.027,0.006,159.0,8.0
512.0,0.4,2.0,0.75,10.0,0.485,0.542,0.014,0.004,211.0,13.0
512.0,0.4,2.0,0.75,10.0,0.52,0.561,0.009,0.004,96.0,6.0
512.0,0.4,2.0,0.75,10.0,0.467,0.506,0.01,0.002,131.0,8.0
512.0,0.4,2.0,0.75,10.0,0.305,0.348,0.012,0.006,135.0,7.0
512.0,0.4,2.0,0.75,20.0,0.771,0.842,0.02,0.005,257.0,47.0
512.0,0.4,2.0,0.75,20.0,0.795,0.876,0.022,0.005,349.0,54.0
512.0,0.4,2.0,0.75,20.0,0.755,0.824,0.021,0.007,286.0,43.0
512.0,0.4,2.0,0.75,20.0,0.761,0.868,0.012,0.007,335.0,48.0
512.0,0.4,2.0,0.75,20.0,0.757,0.839,0.015,0.007,284.0,48.0
512.0,0.4,2.0,0.75,30.0,0.793,0.886,0.017,0.004,479.0,87.0
512.0,0.4,2.0,0.75,30.0,0.812,0.883,0.011,0.009,513.0,92.0
512.0,0.4,2.0,0.75,30.0,0.832,0.917,0.008,0.004,493.0,80.0
512.0,0.4,2.0,0.75,30.0,0.828,0.913,0.008,0.008,537.0,81.0
512.0,0.4,2.0,0.75,30.0,0.837,0.919,0.02,0.004,532.0,83.0
512.0,0.4,2.0,0.75,80.0,0.85,0.957,0.015,0.002,803.0,97.0
512.0,0.4,2.0,0.75,80.0,0.861,0.948,0.011,0.008,893.0,109.0
512.0,0.4,2.0,0.75,80.0,0.851,0.951,0.011,0.003,912.0,107.0
512.0,0.4,2.0,0.75,80.0,0.854,0.96,0.013,0.005,956.0,105.0
512.0,0.4,2.0,0.75,80.0,0.85,0.967,0.015,0.001,1095.0,121.0
512.0,0.4,2.0,0.75,120.0,0.855,0.959,0.007,0.002,962.0,103.0
512.0,0.4,2.0,0.75,120.0,0.851,0.948,0.007,0.011,1154.0,120.0
512.0,0.4,2.0,0.75,120.0,0.856,0.961,0.009,0.006,1073.0,119.0
512.0,0.4,2.0,0.75,120.0,0.85,0.939,0.022,0.002,983.0,114.0
512.0,0.4,2.0,0.75,120.0,0.86,0.968,0.012,0.003,1227.0,130.0
512.0,0.4,2.0,0.75,200.0,0.847,0.955,0.012,0.009,1284.0,127.0
512.0,0.4,2.0,0.75,200.0,0.847,0.967,0.019,0.003,1103.0,119.0
512.0,0.4,2.0,0.75,200.0,0.845,0.941,0.022,0.003,1156.0,115.0
512.0,0.4,2.0,0.75,200.0,0.841,0.965,0.004,0.003,1182.0,137.0
512.0,0.4,2.0,0.75,200.0,0.866,0.968,0.009,0.014,1281.0,140.0
512.0,0.4,2.0,0.8,10.0,0.41,0.462,0.012,0.004,195.0,9.0
512.0,0.4,2.0,0.8,10.0,0.356,0.403,0.012,0.004,158.0,12.0
512.0,0.4,2.0,0.8,10.0,0.528,0.583,0.023,0.008,191.0,8.0
512.0,0.4,2.0,0.8,10.0,0.463,0.513,0.002,0.007,135.0,11.0
512.0,0.4,2.0,0.8,10.0,0.378,0.416,0.013,0.004,109.0,8.0
512.0,0.4,2.0,0.8,20.0,0.766,0.849,0.016,0.007,297.0,54.0
512.0,0.4,2.0,0.8,20.0,0.814,0.899,0.017,0.006,404.0,62.0
512.0,0.4,2.0,0.8,20.0,0.737,0.825,0.013,0.006,252.0,52.0
512.0,0.4,2.0,0.8,20.0,0.754,0.844,0.025,0.01,324.0,46.0
512.0,0.4,2.0,0.8,20.0,0.725,0.828,0.031,0.007,296.0,50.0
512.0,0.4,2.0,0.8,30.0,0.802,0.892,0.02,0.001,431.0,70.0
512.0,0.4,2.0,0.8,30.0,0.838,0.924,0.019,0.004,492.0,82.0
512.0,0.4,2.0,0.8,30.0,0.828,0.916,0.01,0.004,545.0,93.0
512.0,0.4,2.0,0.8,30.0,0.833,0.912,0.015,0.004,510.0,83.0
512.0,0.4,2.0,0.8,30.0,0.833,0.915,0.016,0.005,589.0,102.0
512.0,0.4,2.0,0.8,80.0,0.859,0.97,0.014,0.002,1252.0,141.0
512.0,0.4,2.0,0.8,80.0,0.857,0.949,0.012,0.007,889.0,114.0
512.0,0.4,2.0,0.8,80.0,0.847,0.968,0.019,0.004,1126.0,124.0
512.0,0.4,2.0,0.8,80.0,0.839,0.943,0.013,0.008,1086.0,121.0
512.0,0.4,2.0,0.8,80.0,0.863,0.938,0.013,0.004,987.0,108.0
512.0,0.4,2.0,0.8,120.0,0.828,0.969,0.008,0.005,1330.0,159.0
512.0,0.4,2.0,0.8,120.0,0.852,0.929,0.005,0.007,1115.0,108.0
512.0,0.4,2.0,0.8,120.0,0.86,0.956,0.012,0.003,1005.0,115.0
512.0,0.4,2.0,0.8,120.0,0.847,0.956,0.014,0.003,1276.0,138.0
512.0,0.4,2.0,0.8,120.0,0.858,0.962,0.013,0.004,986.0,106.0
512.0,0.4,2.0,0.8,200.0,0.858,0.973,0.012,0.004,1309.0,134.0
512.0,0.4,2.0,0.8,200.0,0.862,0.965,0.011,0.005,1074.0,122.0
512.0,0.4,2.0,0.8,200.0,0.854,0.952,0.009,0.011,1391.0,140.0
512.0,0.4,2.0,0.8,200.0,0.852,0.964,0.022,0.007,1240.0,136.0
512.0,0.4,2.0,0.8,200.0,0.865,0.966,0.016,0.006,1249.0,137.0
512.0,0.4,2.0,0.85,10.0,0.366,0.412,0.014,0.002,112.0,8.0
512.0,0.4,2.0,0.85,10.0,0.316,0.37,0.008,0.007,165.0,6.0
512.0,0.4,2.0,0.85,10.0,0.446,0.494,0.013,0.005,179.0,13.0
512.0,0.4,2.0,0.85,10.0,0.412,0.46,0.019,0.004,146.0,10.0
512.0,0.4,2.0,0.85,10.0,0.375,0.442,0.015,0.005,167.0,6.0
512.0,0.4,2.0,0.85,20.0,0.815,0.899,0.01,0.004,330.0,54.0
512.0,0.4,2.0,0.85,20.0,0.725,0.811,0.008,0.005,253.0,51.0
512.0,0.4,2.0,0.85,20.0,0.785,0.877,0.018,0.005,332.0,51.0
512.0,0.4,2.0,0.85,20.0,0.81,0.892,0.006,0.002,402.0,69.0
512.0,0.4,2.0,0.85,20.0,0.77,0.861,0.017,0.007,264.0,47.0
512.0,0.4,2.0,0.85,30.0,0.801,0.887,0.018,0.005,429.0,75.0
512.0,0.4,2.0,0.85,30.0,0.83,0.927,0.012,0.004,487.0,90.0
512.0,0.4,2.0,0.85,30.0,0.798,0.897,0.008,0.004,630.0,98.0
512.0,0.4,2.0,0.85,30.0,0.835,0.914,0.014,0.003,528.0,99.0
512.0,0.4,2.0,0.85,30.0,0.838,0.938,0.009,0.003,569.0,98.0
512.0,0.4,2.0,0.85,80.0,0.855,0.951,0.015,0.003,1100.0,121.0
512.0,0.4,2.0,0.85,80.0,0.842,0.941,0.018,0.005,1004.0,126.0
512.0,0.4,2.0,0.85,80.0,0.854,0.964,0.013,0.003,1029.0,120.0
512.0,0.4,2.0,0.85,80.0,0.864,0.961,0.023,0.002,1248.0,149.0
512.0,0.4,2.0,0.85,80.0,0.851,0.942,0.013,0.005,1042.0,120.0
512.0,0.4,2.0,0.85,120.0,0.862,0.967,0.019,0.003,1173.0,128.0
512.0,0.4,2.0,0.85,120.0,0.851,0.95,0.005,0.003,928.0,110.0
512.0,0.4,2.0,0.85,120.0,0.852,0.966,0.009,0.008,1216.0,124.0
512.0,0.4,2.0,0.85,120.0,0.843,0.968,0.014,0.006,1145.0,141.0
512.0,0.4,2.0,0.85,120.0,0.855,0.947,0.009,0.006,980.0,97.0
512.0,0.4,2.0,0.85,200.0,0.855,0.965,0.02,0.011,1150.0,130.0
512.0,0.4,2.0,0.85,200.0,0.847,0.934,0.011,0.017,1140.0,139.0
512.0,0.4,2.0,0.85,200.0,0.855,0.957,0.013,0.007,1310.0,140.0
512.0,0.4,2.0,0.85,200.0,0.849,0.975,0.015,0.005,1186.0,132.0
512.0,0.4,2.0,0.85,200.0,0.857,0.958,0.02,0.009,1266.0,144.0
512.0,0.4,2.0,0.9,10.0,0.453,0.513,0.018,0.005,205.0,8.0
512.0,0.4,2.0,0.9,10.0,0.402,0.464,0.01,0.008,178.0,9.0
512.0,0.4,2.0,0.9,10.0,0.417,0.487,0.019,0.01,239.0,9.0
512.0,0.4,2.0,0.9,10.0,0.466,0.54,0.008,0.009,205.0,10.0
512.0,0.4,2.0,0.9,10.0,0.485,0.548,0.014,0.005,190.0,7.0
512.0,0.4,2.0,0.9,20.0,0.796,0.88,0.013,0.006,268.0,48.0
512.0,0.4,2.0,0.9,20.0,0.783,0.876,0.012,0.005,320.0,59.0
512.0,0.4,2.0,0.9,20.0,0.755,0.853,0.029,0.005,308.0,55.0
512.0,0.4,2.0,0.9,20.0,0.785,0.868,0.019,0.003,295.0,45.0
512.0,0.4,2.0,0.9,20.0,0.792,0.885,0.015,0.008,353.0,65.0
512.0,0.4,2.0,0.9,30.0,0.82,0.921,0.018,0.006,601.0,97.0
512.0,0.4,2.0,0.9,30.0,0.804,0.891,0.007,0.002,436.0,74.0
512.0,0.4,2.0,0.9,30.0,0.831,0.928,0.015,0.007,538.0,98.0
512.0,0.4,2.0,0.9,30.0,0.84,0.915,0.014,0.003,527.0,95.0
512.0,0.4,2.0,0.9,30.0,0.831,0.917,0.02,0.008,632.0,109.0
512.0,0.4,2.0,0.9,80.0,0.846,0.972,0.01,0.003,1163.0,144.0
512.0,0.4,2.0,0.9,80.0,0.856,0.95,0.009,0.004,1026.0,105.0
512.0,0.4,2.0,0.9,80.0,0.833,0.944,0.011,0.009,971.0,112.0
512.0,0.4,2.0,0.9,80.0,0.847,0.94,0.007,0.01,1036.0,115.0
512.0,0.4,2.0,0.9,80.0,0.86,0.943,0.01,0.01,1022.0,124.0
512.0,0.4,2.0,0.9,120.0,0.832,0.932,0.01,0.011,955.0,103.0
512.0,0.4,2.0,0.9,120.0,0.842,0.966,0.013,0.01,1217.0,144.0
512.0,0.4,2.0,0.9,120.0,0.847,0.979,0.018,0.003,1379.0,169.0
512.0,0.4,2.0,0.9,120.0,0.838,0.976,0.008,0.004,1380.0,140.0
512.0,0.4,2.0,0.9,120.0,0.85,0.955,0.011,0.005,982.0,110.0
512.0,0.4,2.0,0.9,200.0,0.837,0.953,0.007,0.009,1520.0,160.0
512.0,0.4,2.0,0.9,200.0,0.849,0.965,0.018,0.011,1318.0,148.0
512.0,0.4,2.0,0.9,200.0,0.865,0.977,0.005,0.01,1411.0,146.0
512.0,0.4,2.0,0.9,200.0,0.856,0.97,0.01,0.012,1509.0,143.0
512.0,0.4,2.0,0.9,200.0,0.86,0.953,0.017,0.011,1348.0,152.0
512.0,0.4,3.0,0.7,10.0,0.44,0.474,0.018,0.01,118.0,8.0
512.0,0.4,3.0,0.7,10.0,0.483,0.551,0.008,0.005,235.0,15.0
512.0,0.4,3.0,0.7,10.0,0.509,0.577,0.011,0.003,183.0,19.0
512.0,0.4,3.0,0.7,10.0,0.53,0.601,0.023,0.009,248.0,12.0
512.0,0.4,3.0,0.7,10.0,0.501,0.572,0.019,0.003,186.0,12.0
512.0,0.4,3.0,0.7,20.0,0.795,0.908,0.026,0.005,322.0,64.0
512.0,0.4,3.0,0.7,20.0,0.796,0.888,0.016,0.005,307.0,55.0
512.0,0.4,3.0,0.7,20.0,0.767,0.866,0.017,0.015,293.0,59.0
512.0,0.4,3.0,0.7,20.0,0.828,0.928,0.021,0.003,435.0,74.0
512.0,0.4,3.0,0.7,20.0,0.827,0.92,0.008,0.004,488.0,53.0
512.0,0.4,3.0,0.7,30.0,0.823,0.931,0.007,0.004,465.0,81.0
512.0,0.4,3.0,0.7,30.0,0.827,0.933,0.006,0.003,547.0,83.0
512.0,0.4,3.0,0.7,30.0,0.825,0.932,0.02,0.006,533.0,78.0
512.0,0.4,3.0,0.7,30.0,0.829,0.926,0.009,0.005,531.0,92.0
512.0,0.4,3.0,0.7,30.0,0.837,0.922,0.012,0.003,567.0,81.0
512.0,0.4,3.0,0.7,80.0,0.85,0.991,0.022,0.002,1211.0,179.0
512.0,0.4,3.0,0.7,80.0,0.832,0.946,0.011,0.008,858.0,87.0
512.0,0.4,3.0,0.7,80.0,0.842,0.962,0.008,0.002,1110.0,138.0
512.0,0.4,3.0,0.7,80.0,0.852,0.941,0.006,0.011,903.0,106.0
512.0,0.4,3.0,0.7,80.0,0.845,0.974,0.018,0.003,1164.0,116.0
512.0,0.4,3.0,0.7,120.0,0.84,0.974,0.007,0.005,1257.0,177.0
512.0,0.4,3.0,0.7,120.0,0.855,0.95,0.013,0.007,944.0,102.0
512.0,0.4,3.0,0.7,120.0,0.856,0.959,0.008,0.004,1276.0,157.0
512.0,0.4,3.0,0.7,120.0,0.841,0.948,0.01,0.013,1297.0,161.0
512.0,0.4,3.0,0.7,120.0,0.843,0.981,0.016,0.004,1170.0,131.0
512.0,0.4,3.0,0.7,200.0,0.836,0.959,0.018,0.008,1204.0,151.0
512.0,0.4,3.0,0.7,200.0,0.826,0.977,0.023,0.003,2074.0,277.0
512.0,0.4,3.0,0.7,200.0,0.838,0.966,0.006,0.003,1143.0,121.0
512.0,0.4,3.0,0.7,200.0,0.832,0.939,0.017,0.022,1127.0,127.0
512.0,0.4,3.0,0.7,200.0,0.833,0.979,0.009,0.004,1174.0,153.0
512.0,0.4,3.0,0.75,10.0,0.455,0.515,0.014,0.002,161.0,8.0
512.0,0.4,3.0,0.75,10.0,0.418,0.475,0.013,0.006,179.0,6.0
512.0,0.4,3.0,0.75,10.0,0.411,0.461,0.018,0.006,154.0,7.0
512.0,0.4,3.0,0.75,10.0,0.537,0.598,0.029,0.009,159.0,16.0
512.0,0.4,3.0,0.75,10.0,0.646,0.737,0.011,0.013,300.0,43.0
512.0,0.4,3.0,0.75,20.0,0.734,0.836,0.01,0.002,205.0,53.0
512.0,0.4,3.0,0.75,20.0,0.755,0.867,0.012,0.003,382.0,52.0
512.0,0.4,3.0,0.75,20.0,0.823,0.924,0.006,0.007,452.0,71.0
512.0,0.4,3.0,0.75,20.0,0.8,0.912,0.015,0.005,353.0,67.0
512.0,0.4,3.0,0.75,20.0,0.776,0.883,0.014,0.006,419.0,85.0
512.0,0.4,3.0,0.75,30.0,0.823,0.93,0.013,0.003,572.0,82.0
512.0,0.4,3.0,0.75,30.0,0.836,0.936,0.005,0.004,510.0,78.0
512.0,0.4,3.0,0.75,30.0,0.81,0.921,0.011,0.008,575.0,96.0
512.0,0.4,3.0,0.75,30.0,0.831,0.957,0.015,0.002,728.0,99.0
512.0,0.4,3.0,0.75,30.0,0.82,0.935,0.01,0.003,522.0,84.0
512.0,0.4,3.0,0.75,80.0,0.844,0.953,0.007,0.012,1167.0,157.0
512.0,0.4,3.0,0.75,80.0,0.845,0.987,0.006,0.003,1424.0,183.0
512.0,0.4,3.0,0.75,80.0,0.844,0.982,0.007,0.004,1477.0,234.0
512.0,0.4,3.0,0.75,80.0,0.826,0.957,0.009,0.009,1139.0,159.0
512.0,0.4,3.0,0.75,80.0,0.833,0.966,0.018,0.005,1086.0,135.0
512.0,0.4,3.0,0.75,120.0,0.842,0.982,0.012,0.008,1847.0,256.0
512.0,0.4,3.0,0.75,120.0,0.852,0.991,0.011,0.003,1673.0,219.0
512.0,0.4,3.0,0.75,120.0,0.828,0.954,0.009,0.012,1235.0,166.0
512.0,0.4,3.0,0.75,120.0,0.85,0.982,0.011,0.003,1207.0,147.0
512.0,0.4,3.0,0.75,120.0,0.837,0.968,0.013,0.014,1415.0,200.0
512.0,0.4,3.0,0.75,200.0,0.832,0.973,0.014,0.011,1507.0,172.0
512.0,0.4,3.0,0.75,200.0,0.85,0.959,0.018,0.013,1284.0,126.0
512.0,0.4,3.0,0.75,200.0,0.847,0.934,0.01,0.013,1161.0,114.0
512.0,0.4,3.0,0.75,200.0,0.839,0.974,0.016,0.003,1288.0,159.0
512.0,0.4,3.0,0.75,200.0,0.819,0.971,0.01,0.01,1769.0,246.0
512.0,0.4,3.0,0.8,10.0,0.435,0.486,0.012,0.009,148.0,8.0
512.0,0.4,3.0,0.8,10.0,0.597,0.659,0.021,0.007,201.0,26.0
512.0,0.4,3.0,0.8,10.0,0.447,0.501,0.013,0.008,160.0,14.0
512.0,0.4,3.0,0.8,10.0,0.51,0.556,0.021,0.007,149.0,15.0
512.0,0.4,3.0,0.8,10.0,0.431,0.482,0.017,0.006,122.0,8.0
512.0,0.4,3.0,0.8,20.0,0.82,0.943,0.014,0.014,682.0,151.0
512.0,0.4,3.0,0.8,20.0,0.795,0.899,0.017,0.005,432.0,75.0
512.0,0.4,3.0,0.8,20.0,0.81,0.935,0.018,0.005,398.0,79.0
512.0,0.4,3.0,0.8,20.0,0.755,0.862,0.008,0.005,344.0,54.0
512.0,0.4,3.0,0.8,20.0,0.791,0.894,0.019,0.004,494.0,74.0
512.0,0.4,3.0,0.8,30.0,0.81,0.944,0.016,0.004,604.0,93.0
512.0,0.4,3.0,0.8,30.0,0.835,0.943,0.005,0.002,691.0,89.0
512.0,0.4,3.0,0.8,30.0,0.825,0.943,0.009,0.002,585.0,79.0
512.0,0.4,3.0,0.8,30.0,0.806,0.926,0.008,0.003,514.0,90.0
512.0,0.4,3.0,0.8,30.0,0.841,0.948,0.026,0.005,556.0,77.0
512.0,0.4,3.0,0.8,80.0,0.844,0.953,0.015,0.003,1145.0,141.0
512.0,0.4,3.0,0.8,80.0,0.825,0.994,0.007,0.003,1824.0,242.0
512.0,0.4,3.0,0.8,80.0,0.824,0.956,0.014,0.005,1773.0,287.0
512.0,0.4,3.0,0.8,80.0,0.845,0.968,0.01,0.004,1011.0,130.0
512.0,0.4,3.0,0.8,80.0,0.83,0.974,0.014,0.006,1416.0,185.0
512.0,0.4,3.0,0.8,120.0,0.832,0.989,0.019,0.002,1917.0,356.0
512.0,0.4,3.0,0.8,120.0,0.844,0.995,0.01,0.003,2262.0,362.0
512.0,0.4,3.0,0.8,120.0,0.827,0.973,0.012,0.003,1624.0,255.0
512.0,0.4,3.0,0.8,120.0,0.83,1.0,0.01,0.0,2173.0,287.0
512.0,0.4,3.0,0.8,120.0,0.83,0.997,0.01,0.001,2615.0,510.0
512.0,0.4,3.0,0.8,200.0,0.817,0.992,0.022,0.004,2499.0,376.0
512.0,0.4,3.0,0.8,200.0,0.818,0.98,0.026,0.002,2121.0,285.0
512.0,0.4,3.0,0.8,200.0,0.803,0.991,0.02,0.002,2998.0,571.0
512.0,0.4,3.0,0.8,200.0,0.823,0.988,0.018,0.001,1897.0,257.0
512.0,0.4,3.0,0.8,200.0,0.81,0.999,0.008,0.001,3099.0,471.0
512.0,0.4,3.0,0.85,10.0,0.494,0.575,0.022,0.005,218.0,16.0
512.0,0.4,3.0,0.85,10.0,0.444,0.497,0.022,0.009,184.0,16.0
512.0,0.4,3.0,0.85,10.0,0.426,0.492,0.015,0.004,159.0,9.0
512.0,0.4,3.0,0.85,10.0,0.479,0.543,0.024,0.005,142.0,9.0
512.0,0.4,3.0,0.85,10.0,0.598,0.674,0.016,0.01,243.0,26.0
512.0,0.4,3.0,0.85,20.0,0.792,0.927,0.012,0.004,406.0,90.0
512.0,0.4,3.0,0.85,20.0,0.819,0.925,0.014,0.002,570.0,80.0
512.0,0.4,3.0,0.85,20.0,0.799,0.904,0.007,0.012,427.0,69.0
512.0,0.4,3.0,0.85,20.0,0.807,0.899,0.017,0.005,379.0,82.0
512.0,0.4,3.0,0.85,20.0,0.782,0.906,0.007,0.006,425.0,101.0
512.0,0.4,3.0,0.85,30.0,0.81,0.962,0.015,0.001,813.0,142.0
512.0,0.4,3.0,0.85,30.0,0.813,0.97,0.015,0.003,925.0,173.0
512.0,0.4,3.0,0.85,30.0,0.843,0.96,0.02,0.005,603.0,95.0
512.0,0.4,3.0,0.85,30.0,0.845,0.942,0.018,0.017,733.0,120.0
512.0,0.4,3.0,0.85,30.0,0.804,0.917,0.019,0.004,532.0,97.0
512.0,0.4,3.0,0.85,80.0,0.822,0.999,0.01,0.001,1775.0,224.0
512.0,0.4,3.0,0.85,80.0,0.825,0.92,0.008,0.005,949.0,102.0
512.0,0.4,3.0,0.85,80.0,0.836,0.999,0.014,0.0,2762.0,482.0
512.0,0.4,3.0,0.85,80.0,0.827,0.983,0.011,0.007,1427.0,210.0
512.0,0.4,3.0,0.85,80.0,0.81,0.968,0.015,0.007,1376.0,204.0
512.0,0.4,3.0,0.85,120.0,0.83,0.997,0.011,0.001,2262.0,394.0
512.0,0.4,3.0,0.85,120.0,0.798,0.992,0.011,0.003,1713.0,290.0
512.0,0.4,3.0,0.85,120.0,0.825,0.994,0.019,0.001,2645.0,430.0
512.0,0.4,3.0,0.85,120.0,0.814,0.993,0.013,0.003,1690.0,267.0
